ticket_id,customer_email,ticket_status,priority,csat_score,opened_date,channel,agent_team,resolution_hours,first_response_hours,escalation_count
T00804-1,customer0804@demo-ml.example, pending , high ,4.9,2026-03-21,chat,security,28.5,4.75,1
T00804-2, CUSTOMER0804@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-22,phone,billing,35.0,6.0,2
T00806-1,customer0806@demo-ml.example, closed , low ,3.9,2026-03-25,web,success,29.5,5.25,0
T00806-1,customer0806@demo-ml.example, closed , low ,3.9,2026-03-25,web,success,29.5,5.25,0
T00807-1,customer0807@demo-ml.example, open , medium ,4.6,2026-03-27,email,billing,30.0,5.5,1
T00807-2, CUSTOMER0807@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-28,chat,success,36.5,6.75,2
T00808-1,customer0808@demo-ml.example, pending , high ,,2026-03-29,chat,security,30.5,5.75,2
T00809-1,customer0809@demo-ml.example, resolved , critical ,3.6,2026-03-31,phone,platform,31.0,6.0,0
T00811-1,customer0811@demo-ml.example, open , medium ,2.6,2026-01-04,email,billing,32.0,6.5,2
T00812-1,customer0812@demo-ml.example, pending , high ,3.3,2026-01-06,chat,security,32.5,6.75,0
T00812-3,customer0812@demo-ml.example, closed , high ,3.1,2026-01-08,web,success,45.5,9.25,2
T00813-1,customer0813@demo-ml.example, resolved , critical ,4.0,2026-01-08,phone,platform,33.0,7.0,1
T00813-2, CUSTOMER0813@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-01-09,web,security,39.5,8.25,2
T00814-1,customer0814@demo-ml.example, closed , low ,4.7,2026-01-10,web,success,33.5,7.25,2
T00816-1,customer0816@demo-ml.example, pending ,,,2026-01-14,chat,security,34.5,7.75,1
T00816-2, CUSTOMER0816@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-01-15,phone,billing,41.0,9.0,2
T00817-1,customer0817@demo-ml.example,, critical ,4.4,2026-01-16,phone,platform,35.0,8.0,2
T00818-1,customer0818@demo-ml.example, closed , low ,2.7,2026-01-18,web,success,35.5,8.25,0
T00819-1,customer0819@demo-ml.example, open , medium ,3.4,2026-01-20,email,billing,36.0,8.5,1
T00819-1,customer0819@demo-ml.example, open , medium ,3.4,2026-01-20,email,billing,36.0,8.5,1
T00819-2, CUSTOMER0819@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-01-21,chat,success,42.5,0.75,2
T00819-3,customer0819@demo-ml.example, resolved , medium ,3.2,2026-01-22,phone,platform,49.0,2.0,0
T00821-1,customer0821@demo-ml.example, resolved , critical ,4.8,2026-01-24,phone,platform,37.0,9.0,0
T00822-1,customer0822@demo-ml.example, closed , low ,3.1,2026-01-26,web,success,37.5,9.25,1
T00822-2, CUSTOMER0822@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-27,email,platform,44.0,1.5,2
T00823-1,customer0823@demo-ml.example, open , medium ,3.8,2026-01-28,email,billing,38.0,0.5,2
T00824-1,customer0824@demo-ml.example, pending , high ,,2026-01-30,chat,security,38.5,0.75,0
T00826-1,customer0826@demo-ml.example, closed , low ,3.5,2026-02-03,web,success,39.5,1.25,2
T00826-3,customer0826@demo-ml.example, pending , low ,3.3,2026-02-05,chat,security,4.5,3.75,1
T00827-1,customer0827@demo-ml.example, open , medium ,4.2,2026-02-05,email,billing,40.0,1.5,0
T00828-1,customer0828@demo-ml.example, pending , high ,4.9,2026-02-07,chat,security,40.5,1.75,1
T00828-2, CUSTOMER0828@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-02-08,phone,billing,47.0,3.0,2
T00829-1,customer0829@demo-ml.example, resolved , critical ,3.2,2026-02-09,phone,platform,41.0,2.0,2
T00831-1,customer0831@demo-ml.example, open , medium ,4.6,2026-02-13,email,billing,42.0,2.5,1
T00831-2, CUSTOMER0831@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-02-14,chat,success,48.5,3.75,2
T00832-1,customer0832@demo-ml.example, pending , high ,,2026-02-15,chat,security,42.5,2.75,2
T00832-1,customer0832@demo-ml.example, pending , high ,,2026-02-15,chat,security,42.5,2.75,2
T00833-1,customer0833@demo-ml.example, resolved ,,3.6,2026-02-17,phone,platform,43.0,3.0,0
T00833-3,customer0833@demo-ml.example, open , critical ,3.4,2026-02-19,email,billing,8.0,5.5,2
T00834-1,customer0834@demo-ml.example, closed , low ,4.3,2026-02-19,web,success,43.5,3.25,1
T00834-2, CUSTOMER0834@DEMO-ML.EXAMPLE , open , high ,3.0,2026-02-20,email,platform,50.0,4.5,2
T00836-1,customer0836@demo-ml.example,, high ,3.3,2026-02-23,chat,security,44.5,3.75,0
T00837-1,customer0837@demo-ml.example, resolved , critical ,4.0,2026-02-25,phone,platform,45.0,4.0,1
T00837-2, CUSTOMER0837@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-02-26,web,security,51.5,5.25,2
T00838-1,customer0838@demo-ml.example, closed , low ,4.7,2026-02-27,web,success,45.5,4.25,2
T00839-1,customer0839@demo-ml.example, open , medium ,3.0,2026-03-01,email,billing,46.0,4.5,0
T00841-1,customer0841@demo-ml.example, resolved , critical ,4.4,2026-03-05,phone,platform,47.0,5.0,2
T00842-1,customer0842@demo-ml.example, closed , low ,2.7,2026-03-07,web,success,47.5,5.25,0
T00843-1,customer0843@demo-ml.example, open , medium ,3.4,2026-03-09,email,billing,48.0,5.5,1
T00843-2, CUSTOMER0843@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-10,chat,success,6.5,6.75,2
T00844-1,customer0844@demo-ml.example, pending , high ,4.1,2026-03-11,chat,security,48.5,5.75,2
T00846-1,customer0846@demo-ml.example, closed , low ,3.1,2026-03-15,web,success,49.5,6.25,1
T00846-2, CUSTOMER0846@DEMO-ML.EXAMPLE , open , high ,4.2,2026-03-16,email,platform,8.0,7.5,2
T00847-1,customer0847@demo-ml.example, open , medium ,3.8,2026-03-17,email,billing,50.0,6.5,2
T00847-3,customer0847@demo-ml.example, resolved , medium ,3.6,2026-03-19,phone,platform,15.0,9.0,1
T00848-1,customer0848@demo-ml.example, pending , high ,,2026-03-19,chat,security,50.5,6.75,0
T00849-1,customer0849@demo-ml.example, resolved , critical ,2.8,2026-03-21,phone,platform,51.0,7.0,1
T00849-2, CUSTOMER0849@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-03-22,web,security,9.5,8.25,2
T00851-1,customer0851@demo-ml.example, open , medium ,4.2,2026-03-25,email,billing,4.0,7.5,0
T00852-1,customer0852@demo-ml.example, pending , high ,4.9,2026-03-27,chat,security,4.5,7.75,1
T00852-2, CUSTOMER0852@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-28,phone,billing,11.0,9.0,2
T00853-1,customer0853@demo-ml.example, resolved , critical ,3.2,2026-03-29,phone,platform,5.0,8.0,2
T00854-1,customer0854@demo-ml.example, closed , low ,3.9,2026-03-31,web,success,5.5,8.25,0
T00854-3,customer0854@demo-ml.example, pending , low ,3.7,2026-01-02,chat,security,18.5,1.75,2
T00856-1,customer0856@demo-ml.example, pending , high ,,2026-01-04,chat,security,6.5,8.75,2
T00857-1,customer0857@demo-ml.example, resolved , critical ,3.6,2026-01-06,phone,platform,7.0,9.0,0
T00858-1,customer0858@demo-ml.example, closed , low ,4.3,2026-01-08,web,success,7.5,9.25,1
T00858-1,customer0858@demo-ml.example, closed , low ,4.3,2026-01-08,web,success,7.5,9.25,1
T00858-2, CUSTOMER0858@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-09,email,platform,14.0,1.5,2
T00859-1,customer0859@demo-ml.example, open , medium ,2.6,2026-01-10,email,billing,8.0,0.5,2
T00861-1,customer0861@demo-ml.example, resolved , critical ,4.0,2026-01-14,phone,platform,9.0,1.0,1
T00861-2, CUSTOMER0861@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-01-15,web,security,15.5,2.25,2
T00861-3,customer0861@demo-ml.example, open , critical ,3.8,2026-01-16,email,billing,22.0,3.5,0
T00862-1,customer0862@demo-ml.example, closed , low ,4.7,2026-01-16,web,success,9.5,1.25,2
T00863-1,customer0863@demo-ml.example, open , medium ,3.0,2026-01-18,email,billing,10.0,1.5,0
T00864-1,customer0864@demo-ml.example, pending , high ,,2026-01-20,chat,security,10.5,1.75,1
T00864-2, CUSTOMER0864@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-01-21,phone,billing,17.0,3.0,2
T00866-1,customer0866@demo-ml.example, closed , low ,2.7,2026-01-24,web,success,11.5,2.25,0
T00867-1,customer0867@demo-ml.example, open ,,3.4,2026-01-26,email,billing,12.0,2.5,1
T00867-2, CUSTOMER0867@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-01-27,chat,success,18.5,3.75,2
T00868-1,customer0868@demo-ml.example, pending , high ,4.1,2026-01-28,chat,security,12.5,2.75,2
T00868-3,customer0868@demo-ml.example, closed , high ,3.9,2026-01-30,web,success,25.5,5.25,1
T00869-1,customer0869@demo-ml.example, resolved , critical ,4.8,2026-01-30,phone,platform,13.0,3.0,0
T00871-1,customer0871@demo-ml.example, open , medium ,3.8,2026-02-03,email,billing,14.0,3.5,2
T00871-1,customer0871@demo-ml.example, open , medium ,3.8,2026-02-03,email,billing,14.0,3.5,2
T00872-1,customer0872@demo-ml.example, pending , high ,,2026-02-05,chat,security,14.5,3.75,0
T00873-1,customer0873@demo-ml.example, resolved , critical ,2.8,2026-02-07,phone,platform,15.0,4.0,1
T00873-2, CUSTOMER0873@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-08,web,security,21.5,5.25,2
T00874-1,customer0874@demo-ml.example,, low ,3.5,2026-02-09,web,success,15.5,4.25,2
T00876-1,customer0876@demo-ml.example, pending , high ,4.9,2026-02-13,chat,security,16.5,4.75,1
T00876-2, CUSTOMER0876@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-02-14,phone,billing,23.0,6.0,2
T00877-1,customer0877@demo-ml.example, resolved , critical ,3.2,2026-02-15,phone,platform,17.0,5.0,2
T00878-1,customer0878@demo-ml.example, closed , low ,3.9,2026-02-17,web,success,17.5,5.25,0
T00879-1,customer0879@demo-ml.example, open , medium ,4.6,2026-02-19,email,billing,18.0,5.5,1
T00879-2, CUSTOMER0879@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-02-20,chat,success,24.5,6.75,2
T00881-1,customer0881@demo-ml.example, resolved , critical ,3.6,2026-02-23,phone,platform,19.0,6.0,0
T00882-1,customer0882@demo-ml.example, closed , low ,4.3,2026-02-25,web,success,19.5,6.25,1
T00882-2, CUSTOMER0882@DEMO-ML.EXAMPLE , open , high ,3.0,2026-02-26,email,platform,26.0,7.5,2
T00882-3,customer0882@demo-ml.example, pending , low ,4.1,2026-02-27,chat,security,32.5,8.75,0
T00883-1,customer0883@demo-ml.example, open , medium ,2.6,2026-02-27,email,billing,20.0,6.5,2
T00884-1,customer0884@demo-ml.example, pending ,,3.3,2026-03-01,chat,security,20.5,6.75,0
T00884-1,customer0884@demo-ml.example, pending ,,3.3,2026-03-01,chat,security,20.5,6.75,0
T00886-1,customer0886@demo-ml.example, closed , low ,4.7,2026-03-05,web,success,21.5,7.25,2
T00887-1,customer0887@demo-ml.example, open , medium ,3.0,2026-03-07,email,billing,22.0,7.5,0
T00888-1,customer0888@demo-ml.example, pending , high ,,2026-03-09,chat,security,22.5,7.75,1
T00888-2, CUSTOMER0888@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-10,phone,billing,29.0,9.0,2
T00889-1,customer0889@demo-ml.example, resolved , critical ,4.4,2026-03-11,phone,platform,23.0,8.0,2
T00889-3,customer0889@demo-ml.example, open , critical ,4.2,2026-03-13,email,billing,36.0,1.5,1
T00891-1,customer0891@demo-ml.example, open , medium ,3.4,2026-03-15,email,billing,24.0,8.5,1
T00891-2, CUSTOMER0891@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-16,chat,success,30.5,0.75,2
T00892-1,customer0892@demo-ml.example, pending , high ,4.1,2026-03-17,chat,security,24.5,8.75,2
T00893-1,customer0893@demo-ml.example,, critical ,4.8,2026-03-19,phone,platform,25.0,9.0,0
T00894-1,customer0894@demo-ml.example, closed , low ,3.1,2026-03-21,web,success,25.5,9.25,1
T00894-2, CUSTOMER0894@DEMO-ML.EXAMPLE , open , high ,4.2,2026-03-22,email,platform,32.0,1.5,2
T00896-1,customer0896@demo-ml.example, pending , high ,,2026-03-25,chat,security,26.5,0.75,0
T00896-3,customer0896@demo-ml.example, closed , high ,4.3,2026-03-27,web,success,39.5,3.25,2
T00897-1,customer0897@demo-ml.example, resolved , critical ,2.8,2026-03-27,phone,platform,27.0,1.0,1
T00897-1,customer0897@demo-ml.example, resolved , critical ,2.8,2026-03-27,phone,platform,27.0,1.0,1
T00897-2, CUSTOMER0897@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-03-28,web,security,33.5,2.25,2
T00898-1,customer0898@demo-ml.example, closed , low ,3.5,2026-03-29,web,success,27.5,1.25,2
T00899-1,customer0899@demo-ml.example, open , medium ,4.2,2026-03-31,email,billing,28.0,1.5,0
T00901-1,customer0901@demo-ml.example, resolved ,,3.2,2026-01-04,phone,platform,29.0,2.0,2
T00902-1,customer0902@demo-ml.example, closed , low ,3.9,2026-01-06,web,success,29.5,2.25,0
T00903-1,customer0903@demo-ml.example, open , medium ,4.6,2026-01-08,email,billing,30.0,2.5,1
T00903-2, CUSTOMER0903@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-09,chat,success,36.5,3.75,2
T00903-3,customer0903@demo-ml.example, resolved , medium ,4.4,2026-01-10,phone,platform,43.0,5.0,0
T00904-1,customer0904@demo-ml.example, pending , high ,,2026-01-10,chat,security,30.5,2.75,2
T00906-1,customer0906@demo-ml.example, closed , low ,4.3,2026-01-14,web,success,31.5,3.25,1
T00906-2, CUSTOMER0906@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-15,email,platform,38.0,4.5,2
T00907-1,customer0907@demo-ml.example, open , medium ,2.6,2026-01-16,email,billing,32.0,3.5,2
T00908-1,customer0908@demo-ml.example, pending , high ,3.3,2026-01-18,chat,security,32.5,3.75,0
T00909-1,customer0909@demo-ml.example, resolved , critical ,4.0,2026-01-20,phone,platform,33.0,4.0,1
T00909-2, CUSTOMER0909@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-01-21,web,security,39.5,5.25,2
T00911-1,customer0911@demo-ml.example, open , medium ,3.0,2026-01-24,email,billing,34.0,4.5,0
T00912-1,customer0912@demo-ml.example,, high ,,2026-01-26,chat,security,34.5,4.75,1
T00912-2, CUSTOMER0912@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-01-27,phone,billing,41.0,6.0,2
T00913-1,customer0913@demo-ml.example, resolved , critical ,4.4,2026-01-28,phone,platform,35.0,5.0,2
T00914-1,customer0914@demo-ml.example, closed , low ,2.7,2026-01-30,web,success,35.5,5.25,0
T00916-1,customer0916@demo-ml.example, pending , high ,4.1,2026-02-03,chat,security,36.5,5.75,2
T00917-1,customer0917@demo-ml.example, resolved , critical ,4.8,2026-02-05,phone,platform,37.0,6.0,0
T00917-3,customer0917@demo-ml.example, open , critical ,4.6,2026-02-07,email,billing,50.0,8.5,2
T00918-1,customer0918@demo-ml.example, closed ,,3.1,2026-02-07,web,success,37.5,6.25,1
T00918-2, CUSTOMER0918@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-08,email,platform,44.0,7.5,2
T00919-1,customer0919@demo-ml.example, open , medium ,3.8,2026-02-09,email,billing,38.0,6.5,2
T00921-1,customer0921@demo-ml.example, resolved , critical ,2.8,2026-02-13,phone,platform,39.0,7.0,1
T00921-2, CUSTOMER0921@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-14,web,security,45.5,8.25,2
T00922-1,customer0922@demo-ml.example, closed , low ,3.5,2026-02-15,web,success,39.5,7.25,2
T00923-1,customer0923@demo-ml.example, open , medium ,4.2,2026-02-17,email,billing,40.0,7.5,0
T00923-1,customer0923@demo-ml.example, open , medium ,4.2,2026-02-17,email,billing,40.0,7.5,0
T00924-1,customer0924@demo-ml.example, pending , high ,4.9,2026-02-19,chat,security,40.5,7.75,1
T00924-2, CUSTOMER0924@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-02-20,phone,billing,47.0,9.0,2
T00924-3,customer0924@demo-ml.example, closed , high ,4.7,2026-02-21,web,success,5.5,1.25,0
T00926-1,customer0926@demo-ml.example, closed , low ,3.9,2026-02-23,web,success,41.5,8.25,0
T00927-1,customer0927@demo-ml.example, open , medium ,4.6,2026-02-25,email,billing,42.0,8.5,1
T00927-2, CUSTOMER0927@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-02-26,chat,success,48.5,0.75,2
T00928-1,customer0928@demo-ml.example, pending , high ,,2026-02-27,chat,security,42.5,8.75,2
T00929-1,customer0929@demo-ml.example, resolved , critical ,3.6,2026-03-01,phone,platform,43.0,9.0,0
T00931-1,customer0931@demo-ml.example,, medium ,2.6,2026-03-05,email,billing,44.0,0.5,2
T00931-3,customer0931@demo-ml.example, resolved , medium ,4.8,2026-03-07,phone,platform,9.0,3.0,1
T00932-1,customer0932@demo-ml.example, pending , high ,3.3,2026-03-07,chat,security,44.5,0.75,0
T00933-1,customer0933@demo-ml.example, resolved , critical ,4.0,2026-03-09,phone,platform,45.0,1.0,1
T00933-2, CUSTOMER0933@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-10,web,security,51.5,2.25,2
T00934-1,customer0934@demo-ml.example, closed , low ,4.7,2026-03-11,web,success,45.5,1.25,2
T00936-1,customer0936@demo-ml.example, pending , high ,,2026-03-15,chat,security,46.5,1.75,1
T00936-1,customer0936@demo-ml.example, pending , high ,,2026-03-15,chat,security,46.5,1.75,1
T00936-2, CUSTOMER0936@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-16,phone,billing,5.0,3.0,2
T00937-1,customer0937@demo-ml.example, resolved , critical ,4.4,2026-03-17,phone,platform,47.0,2.0,2
T00938-1,customer0938@demo-ml.example, closed , low ,2.7,2026-03-19,web,success,47.5,2.25,0
T00938-3,customer0938@demo-ml.example, pending , low ,4.9,2026-03-21,chat,security,12.5,4.75,2
T00939-1,customer0939@demo-ml.example, open , medium ,3.4,2026-03-21,email,billing,48.0,2.5,1
T00939-2, CUSTOMER0939@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-22,chat,success,6.5,3.75,2
T00941-1,customer0941@demo-ml.example, resolved , critical ,4.8,2026-03-25,phone,platform,49.0,3.0,0
T00942-1,customer0942@demo-ml.example, closed , low ,3.1,2026-03-27,web,success,49.5,3.25,1
T00942-2, CUSTOMER0942@DEMO-ML.EXAMPLE , open , high ,4.2,2026-03-28,email,platform,8.0,4.5,2
T00943-1,customer0943@demo-ml.example, open , medium ,3.8,2026-03-29,email,billing,50.0,3.5,2
T00944-1,customer0944@demo-ml.example, pending , high ,,2026-03-31,chat,security,50.5,3.75,0
T00946-1,customer0946@demo-ml.example, closed , low ,3.5,2026-01-04,web,success,51.5,4.25,2
T00947-1,customer0947@demo-ml.example, open , medium ,4.2,2026-01-06,email,billing,4.0,4.5,0
T00948-1,customer0948@demo-ml.example, pending , high ,4.9,2026-01-08,chat,security,4.5,4.75,1
T00948-2, CUSTOMER0948@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-09,phone,billing,11.0,6.0,2
T00949-1,customer0949@demo-ml.example, resolved , critical ,3.2,2026-01-10,phone,platform,5.0,5.0,2
T00949-1,customer0949@demo-ml.example, resolved , critical ,3.2,2026-01-10,phone,platform,5.0,5.0,2
T00951-1,customer0951@demo-ml.example, open , medium ,4.6,2026-01-14,email,billing,6.0,5.5,1
T00951-2, CUSTOMER0951@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-15,chat,success,12.5,6.75,2
T00952-1,customer0952@demo-ml.example, pending ,,,2026-01-16,chat,security,6.5,5.75,2
T00952-3,customer0952@demo-ml.example, closed , high ,2.7,2026-01-18,web,success,19.5,8.25,1
T00953-1,customer0953@demo-ml.example, resolved , critical ,3.6,2026-01-18,phone,platform,7.0,6.0,0
T00954-1,customer0954@demo-ml.example, closed , low ,4.3,2026-01-20,web,success,7.5,6.25,1
T00954-2, CUSTOMER0954@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-21,email,platform,14.0,7.5,2
T00956-1,customer0956@demo-ml.example, pending , high ,3.3,2026-01-24,chat,security,8.5,6.75,0
T00957-1,customer0957@demo-ml.example, resolved , critical ,4.0,2026-01-26,phone,platform,9.0,7.0,1
T00957-2, CUSTOMER0957@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-01-27,web,security,15.5,8.25,2
T00958-1,customer0958@demo-ml.example, closed , low ,4.7,2026-01-28,web,success,9.5,7.25,2
T00959-1,customer0959@demo-ml.example, open , medium ,3.0,2026-01-30,email,billing,10.0,7.5,0
T00959-3,customer0959@demo-ml.example, resolved , medium ,2.8,2026-02-01,phone,platform,23.0,1.0,2
T00961-1,customer0961@demo-ml.example, resolved , critical ,4.4,2026-02-03,phone,platform,11.0,8.0,2
T00962-1,customer0962@demo-ml.example, closed , low ,2.7,2026-02-05,web,success,11.5,8.25,0
T00962-1,customer0962@demo-ml.example, closed , low ,2.7,2026-02-05,web,success,11.5,8.25,0
T00963-1,customer0963@demo-ml.example, open , medium ,3.4,2026-02-07,email,billing,12.0,8.5,1
T00963-2, CUSTOMER0963@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-08,chat,success,18.5,0.75,2
T00964-1,customer0964@demo-ml.example, pending , high ,4.1,2026-02-09,chat,security,12.5,8.75,2
T00966-1,customer0966@demo-ml.example, closed , low ,3.1,2026-02-13,web,success,13.5,9.25,1
T00966-2, CUSTOMER0966@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-14,email,platform,20.0,1.5,2
T00966-3,customer0966@demo-ml.example, pending , low ,2.9,2026-02-15,chat,security,26.5,2.75,0
T00967-1,customer0967@demo-ml.example, open , medium ,3.8,2026-02-15,email,billing,14.0,0.5,2
T00968-1,customer0968@demo-ml.example, pending , high ,,2026-02-17,chat,security,14.5,0.75,0
T00969-1,customer0969@demo-ml.example,,,2.8,2026-02-19,phone,platform,15.0,1.0,1
T00969-2, CUSTOMER0969@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-20,web,security,21.5,2.25,2
T00971-1,customer0971@demo-ml.example, open , medium ,4.2,2026-02-23,email,billing,16.0,1.5,0
T00972-1,customer0972@demo-ml.example, pending , high ,4.9,2026-02-25,chat,security,16.5,1.75,1
T00972-2, CUSTOMER0972@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-02-26,phone,billing,23.0,3.0,2
T00973-1,customer0973@demo-ml.example, resolved , critical ,3.2,2026-02-27,phone,platform,17.0,2.0,2
T00973-3,customer0973@demo-ml.example, open , critical ,3.0,2026-03-01,email,billing,30.0,4.5,1
T00974-1,customer0974@demo-ml.example, closed , low ,3.9,2026-03-01,web,success,17.5,2.25,0
T00976-1,customer0976@demo-ml.example, pending , high ,,2026-03-05,chat,security,18.5,2.75,2
T00977-1,customer0977@demo-ml.example, resolved , critical ,3.6,2026-03-07,phone,platform,19.0,3.0,0
T00978-1,customer0978@demo-ml.example, closed , low ,4.3,2026-03-09,web,success,19.5,3.25,1
T00978-2, CUSTOMER0978@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-10,email,platform,26.0,4.5,2
T00979-1,customer0979@demo-ml.example, open , medium ,2.6,2026-03-11,email,billing,20.0,3.5,2
T00981-1,customer0981@demo-ml.example, resolved , critical ,4.0,2026-03-15,phone,platform,21.0,4.0,1
T00981-2, CUSTOMER0981@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-16,web,security,27.5,5.25,2
T00982-1,customer0982@demo-ml.example, closed , low ,4.7,2026-03-17,web,success,21.5,4.25,2
T00983-1,customer0983@demo-ml.example, open , medium ,3.0,2026-03-19,email,billing,22.0,4.5,0
T00984-1,customer0984@demo-ml.example, pending , high ,,2026-03-21,chat,security,22.5,4.75,1
T00984-2, CUSTOMER0984@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-22,phone,billing,29.0,6.0,2
T00986-1,customer0986@demo-ml.example, closed ,,2.7,2026-03-25,web,success,23.5,5.25,0
T00987-1,customer0987@demo-ml.example, open , medium ,3.4,2026-03-27,email,billing,24.0,5.5,1
T00987-2, CUSTOMER0987@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-28,chat,success,30.5,6.75,2
T00987-3,customer0987@demo-ml.example, resolved , medium ,3.2,2026-03-29,phone,platform,37.0,8.0,0
T00988-1,customer0988@demo-ml.example,, high ,4.1,2026-03-29,chat,security,24.5,5.75,2
T00988-1,customer0988@demo-ml.example,, high ,4.1,2026-03-29,chat,security,24.5,5.75,2
T00989-1,customer0989@demo-ml.example, resolved , critical ,4.8,2026-03-31,phone,platform,25.0,6.0,0
T00991-1,customer0991@demo-ml.example, open , medium ,3.8,2026-01-04,email,billing,26.0,6.5,2
T00992-1,customer0992@demo-ml.example, pending , high ,,2026-01-06,chat,security,26.5,6.75,0
T00993-1,customer0993@demo-ml.example, resolved , critical ,2.8,2026-01-08,phone,platform,27.0,7.0,1
T00993-2, CUSTOMER0993@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-09,web,security,33.5,8.25,2
T00994-1,customer0994@demo-ml.example, closed , low ,3.5,2026-01-10,web,success,27.5,7.25,2
T00994-3,customer0994@demo-ml.example, pending , low ,3.3,2026-01-12,chat,security,40.5,0.75,1
T00996-1,customer0996@demo-ml.example, pending , high ,4.9,2026-01-14,chat,security,28.5,7.75,1
T00996-2, CUSTOMER0996@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-15,phone,billing,35.0,9.0,2
T00997-1,customer0997@demo-ml.example, resolved , critical ,3.2,2026-01-16,phone,platform,29.0,8.0,2
T00998-1,customer0998@demo-ml.example, closed , low ,3.9,2026-01-18,web,success,29.5,8.25,0
T00999-1,customer0999@demo-ml.example, open , medium ,4.6,2026-01-20,email,billing,30.0,8.5,1
T00999-2, CUSTOMER0999@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-21,chat,success,36.5,0.75,2
T01001-1,customer1001@demo-ml.example, resolved , critical ,3.6,2026-01-24,phone,platform,31.0,9.0,0
T01001-1,customer1001@demo-ml.example, resolved , critical ,3.6,2026-01-24,phone,platform,31.0,9.0,0
T01001-3,customer1001@demo-ml.example, open , critical ,3.4,2026-01-26,email,billing,44.0,2.5,2
T01002-1,customer1002@demo-ml.example, closed , low ,4.3,2026-01-26,web,success,31.5,9.25,1
T01002-2, CUSTOMER1002@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-27,email,platform,38.0,1.5,2
T01003-1,customer1003@demo-ml.example, open ,,2.6,2026-01-28,email,billing,32.0,0.5,2
T01004-1,customer1004@demo-ml.example, pending , high ,3.3,2026-01-30,chat,security,32.5,0.75,0
T01006-1,customer1006@demo-ml.example, closed , low ,4.7,2026-02-03,web,success,33.5,1.25,2
T01007-1,customer1007@demo-ml.example,, medium ,3.0,2026-02-05,email,billing,34.0,1.5,0
T01008-1,customer1008@demo-ml.example, pending , high ,,2026-02-07,chat,security,34.5,1.75,1
T01008-2, CUSTOMER1008@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-08,phone,billing,41.0,3.0,2
T01008-3,customer1008@demo-ml.example, closed , high ,3.5,2026-02-09,web,success,47.5,4.25,0
T01009-1,customer1009@demo-ml.example, resolved , critical ,4.4,2026-02-09,phone,platform,35.0,2.0,2
T01011-1,customer1011@demo-ml.example, open , medium ,3.4,2026-02-13,email,billing,36.0,2.5,1
